Temp,h,Cv,deltaCv,M,deltaM,Chi,deltaChi
2.22,1.5,0.893757,0.150172,0.773717,9.90049e-05,0.0662122,511.647
2.22,1.55,0.8728,0.159422,0.779134,8.18529e-05,0.0650715,465.004
2.22,1.6,0.914749,0.132701,0.776578,9.0199e-05,0.0654058,408.021
2.22,1.65,0.968275,0.140788,0.783113,8.3066e-05,0.0673906,469.76
2.22,1.7,0.970159,0.173676,0.782538,0.000106767,0.0667198,566.682
2.22,1.75,0.915063,0.133956,0.789048,8.17761e-05,0.0627614,442.059
2.22,1.8,0.862963,0.13046,0.790773,7.78568e-05,0.0552657,427.013
2.22,1.85,0.87135,0.181264,0.79103,8.13154e-05,0.0511855,455.619
2.22,1.9,0.927721,0.113774,0.794239,2.46372e-05,0.0583234,131.347
2.22,1.95,0.860752,0.174514,0.795807,6.56847e-05,0.0527055,378.792
2.22,2,0.879023,0.0621271,0.800738,3.25077e-05,0.0528864,240.193
1.5,0,1.24506,0.0850153,0.782234,2.22719e-05,0.182299,566.758
1.55,0,0.895952,0.109158,0.764156,8.61321e-05,0.154362,346.008
1.6,0,1.80746,0.0912554,0.739956,0.000122409,0.582701,1031.52
1.65,0,1.44622,0.0919539,0.737762,0.000115452,0.398096,944.047
1.7,0,1.41148,0.0767498,0.715402,8.22781e-05,0.427865,166.307
1.75,0,2.04715,0.095838,0.686059,0.000154604,0.786614,1068.77
1.8,0,1.73118,0.0449702,0.675729,0.000156207,0.815999,965.462
1.85,0,1.23743,0.0346455,0.660957,7.24896e-05,0.294348,209.712
1.9,0,1.29483,0.084484,0.642609,0.000148034,0.45071,884.003
1.95,0,1.47026,0.0710224,0.594872,0.000124449,0.493499,751.908
2,0,1.79341,0.0751413,0.570121,0.000161357,0.717598,879.645
2.05,0,1.83648,0.0613346,0.545727,0.00019408,1.17393,929.705
2.1,0,1.82749,0.0571001,0.507737,0.000208652,1.19297,866.342
2.15,0,1.60336,0.0397029,0.472172,0.000200729,0.950189,774.013
2.2,0,1.656,0.0507634,0.438265,0.000228657,1.34628,849.279
2.25,0,1.63634,0.0484794,0.379424,0.000309506,1.7361,969.888
2.3,0,1.12229,0.0378018,0.35552,0.000220316,1.33203,642.206
2.35,0,0.967545,0.0283957,0.332982,0.000185771,1.09403,562.621
2.4,0,0.759475,0.0154412,0.280041,0.000177116,1.05543,436.072
2.45,0,0.768862,0.0195695,0.262649,0.000230783,1.25766,526.117
2.5,0,0.660604,0.0234329,0.256594,0.000205983,0.976747,426.651
2.55,0,0.653772,0.0154013,0.213691,0.000214548,1.0758,399.254
2.6,0,0.525909,0.00840619,0.210261,0.000177107,0.807015,313.09
2.65,0,0.464371,0.00849018,0.196854,0.000152605,0.671539,245.304
2.7,0,0.391265,0.00296107,0.173766,0.000131398,0.532858,174.712
2.75,0,0.380873,0.00976174,0.163476,0.000141079,0.539906,199.629
2.8,0,0.360168,0.0121055,0.189497,0.00012412,0.537476,207.923
2.85,0,0.318723,0.00699934,0.163775,0.000131556,0.502907,186.189
2.9,0,0.26373,0.00720397,0.148439,0.00010002,0.427169,116.797
2.95,0,0.273284,0.00236316,0.139485,0.000110546,0.39301,108.084
3,0,0.225239,0.00363758,0.136824,4.53073e-05,0.30908,66.3865
3.05,0,0.245568,0.00306083,0.142496,8.17844e-05,0.331795,98.2355
3.1,0,0.224647,0.00550927,0.135231,3.50314e-05,0.31397,58.3116
3.15,0,0.229491,0.00322781,0.136879,6.2311e-05,0.343779,73.0772
3.2,0,0.226701,0.00693952,0.140775,0.000101624,0.326731,81.9405
3.25,0,0.190725,0.00186583,0.126153,7.87165e-05,0.261585,71.2989
3.3,0,0.197444,0.00390347,0.124017,1.4683e-05,0.270753,51.9225
3.35,0,0.170349,0.000905757,0.119649,6.38396e-05,0.245672,47.7508
3.4,0,0.185915,0.00367734,0.122356,6.44748e-05,0.266692,58.5328
3.45,0,0.164683,0.00345156,0.114282,4.2685e-05,0.227836,57.358
3.5,0,0.150409,0.00411814,0.114514,2.80908e-05,0.203861,17.2244
1.5,1,0.661901,0.214172,0.848717,6.8635e-05,0.0395375,527.97
1.8,1,0.744568,0.120192,0.808327,5.31401e-05,0.0552517,385.884
2.1,1,1.00816,0.0584957,0.756877,6.69117e-05,0.0990148,261.487
2.4,1,1.07855,0.0456618,0.693551,5.24478e-05,0.129675,188.9
2.7,1,1.10231,0.0363526,0.61297,0.000103492,0.186175,218.345
3,1,0.970763,0.0277355,0.544145,9.27631e-05,0.213186,323.27
3.3,1,0.798099,0.0245252,0.467641,4.7733e-05,0.227581,150.362
3.6,1,0.588283,0.00595474,0.398962,6.96867e-05,0.22231,151.783
3.9,1,0.476871,0.0177756,0.346462,0.000132374,0.235214,193.678
4.2,1,0.454546,0.00582952,0.297832,5.45491e-05,0.264208,60.4361
4.5,1,0.308752,0.00271803,0.269033,5.47827e-05,0.207135,43.3388
1.5,2,0.677047,0.446824,0.880353,9.28433e-05,0.0243936,756.433
1.8,2,0.654303,0.0983764,0.850557,6.7739e-06,0.0285843,149.341
2.1,2,0.722334,0.0471288,0.815567,3.48199e-05,0.0400949,236.356
2.4,2,0.80016,0.0784411,0.773711,9.34909e-06,0.052109,52.2188
2.7,2,0.744674,0.134247,0.739191,9.81406e-05,0.0607349,419.215
3,2,0.755694,0.068249,0.681494,5.50331e-05,0.0772031,142.889
3.3,2,0.940287,0.0347021,0.634625,5.58959e-05,0.115862,231.25
3.6,2,0.807141,0.026595,0.583432,5.68899e-05,0.106762,17.583
3.9,2,0.900258,0.0330914,0.533491,9.70173e-05,0.151729,247.454
4.2,2,0.67679,0.0125619,0.487579,6.00054e-05,0.13188,160.91
4.5,2,0.61773,0.0284899,0.447261,0.000131592,0.140576,220.214
